,Date,Close
0,1994-02-01,321.354
1,1994-02-02,319.7462
2,1994-02-03,318.4509
3,1994-02-04,313.0913
4,1994-02-07,306.7491
5,1994-02-08,311.7513
6,1994-02-09,310.8582
7,1994-02-10,311.7513
8,1994-02-11,307.8657
9,1994-02-14,309.9648
10,1994-02-15,307.0617
11,1994-02-16,311.5281
12,1994-02-17,310.1882
13,1994-02-18,311.0814
14,1994-02-21,308.1783
15,1994-02-22,307.0617
16,1994-02-23,308.8482
17,1994-02-24,305.9451
18,1994-02-25,302.8187
19,1994-03-01,304.9179
20,1994-03-02,298.5756
21,1994-03-03,302.8187
22,1994-03-04,303.042
23,1994-03-07,308.4017
24,1994-03-08,311.7513
25,1994-03-09,308.625
26,1994-03-10,308.5356
27,1994-03-11,302.7293
28,1994-03-14,309.7415
29,1994-03-15,315.1905
30,1994-03-16,317.111
31,1994-03-17,313.8506
32,1994-03-18,312.8681
33,1994-03-21,310.5902
34,1994-03-22,314.5652
35,1994-03-23,316.2177
36,1994-03-24,316.173
37,1994-03-25,312.1533
38,1994-03-28,316.4411
39,1994-03-29,315.9944
40,1994-03-30,310.8582
41,1994-03-31,309.5183
42,1994-04-05,311.5281
43,1994-04-06,316.575
44,1994-04-07,320.0141
45,1994-04-08,322.4706
46,1994-04-11,327.1604
47,1994-04-12,326.267
48,1994-04-13,322.694
49,1994-04-14,324.2571
50,1994-04-15,324.5699
51,1994-04-18,329.9294
52,1994-04-19,323.3639
53,1994-04-20,324.2571
54,1994-04-21,324.7038
55,1994-04-22,328.1876
56,1994-04-25,327.8303
57,1994-04-26,332.9666
58,1994-04-27,336.3164
59,1994-04-28,336.3164
60,1994-04-29,333.8598
61,1994-05-02,338.1029
62,1994-05-03,334.7531
63,1994-05-05,329.7509
64,1994-05-06,329.3936
65,1994-05-09,326.4903
66,1994-05-10,328.2768
67,1994-05-11,327.1604
68,1994-05-13,326.8476
69,1994-05-16,327.473
70,1994-05-17,325.7312
71,1994-05-18,325.8204
72,1994-05-19,323.0066
73,1994-05-20,322.6046
74,1994-05-24,315.9944
75,1994-05-25,311.7513
76,1994-05-26,308.759
77,1994-05-27,311.3048
78,1994-05-30,309.027
79,1994-05-31,311.3048
80,1994-06-01,310.6349
81,1994-06-03,312.6447
82,1994-06-06,316.4411
83,1994-06-07,310.6349
84,1994-06-08,312.9126
85,1994-06-09,311.3048
86,1994-06-10,311.3048
87,1994-06-13,308.5356
88,1994-06-14,300.8535
89,1994-06-15,299.0223
90,1994-06-16,295.2705
91,1994-06-17,295.5386
92,1994-06-20,284.9532
93,1994-06-21,285.4893
94,1994-06-22,287.7224
95,1994-06-23,291.0722
96,1994-06-24,291.1616
97,1994-06-27,289.643
98,1994-06-28,291.6528
99,1994-06-29,293.216
100,1994-06-30,288.5264
101,1994-07-01,292.5461
102,1994-07-04,295.8959
103,1994-07-05,291.876
104,1994-07-06,293.5733
105,1994-07-07,294.9132
106,1994-07-08,292.3227
107,1994-07-11,292.5461
108,1994-07-12,290.3129
109,1994-07-13,291.7422
110,1994-07-14,292.5015
111,1994-07-15,295.3152
112,1994-07-18,298.3524
113,1994-07-19,305.0519
114,1994-07-20,304.1586
115,1994-07-21,300.8088
116,1994-07-22,305.2752
117,1994-07-25,303.042
118,1994-07-26,305.9451
119,1994-07-27,301.7021
120,1994-07-28,300.7643
121,1994-07-29,303.7119
122,1994-08-01,302.9528
123,1994-08-02,308.3123
124,1994-08-03,310.6349
125,1994-08-04,311.0814
126,1994-08-05,308.8482
127,1994-08-08,308.759
128,1994-08-09,304.6946
129,1994-08-10,306.3917
130,1994-08-11,305.3198
131,1994-08-12,300.6302
132,1994-08-15,301.7021
133,1994-08-16,303.4887
134,1994-08-17,308.4909
135,1994-08-18,307.5084
136,1994-08-19,307.955
137,1994-08-22,305.4986
138,1994-08-23,302.8187
139,1994-08-24,304.382
140,1994-08-25,307.9103
141,1994-08-26,308.759
142,1994-08-29,313.0913
143,1994-08-30,315.7712
144,1994-08-31,315.3245
145,1994-09-01,313.538
146,1994-09-02,313.4486
147,1994-09-05,308.9376
148,1994-09-06,308.4017
149,1994-09-07,307.0617
150,1994-09-08,307.2851
151,1994-09-09,309.9648
152,1994-09-12,305.1411
153,1994-09-13,303.8013
154,1994-09-14,304.1586
155,1994-09-15,300.0942
156,1994-09-16,299.4689
157,1994-09-19,297.7269
158,1994-09-20,295.8959
159,1994-09-21,295.8959
160,1994-09-22,292.5908
161,1994-09-23,294.5559
162,1994-09-26,290.7596
163,1994-09-27,291.876
164,1994-09-28,292.3227
165,1994-09-29,282.4076
166,1994-09-30,282.4968
167,1994-10-04,279.9957
168,1994-10-05,276.2439
